"id","name","symbol","slug","num_market_pairs","date_added","tags","max_supply","circulating_supply","total_supply","platform","cmc_rank","last_updated","quote"
1,"Bitcoin","BTC","bitcoin",9250,"2013-04-28T00:00:00.000Z","[""mineable"",""pow"",""sha-256"",""store-of-value"",""state-channels""]",21000000,18500131,18500131,,1,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":10734.7150234,""volume_24h"":21358846825.2179,""percent_change_1h"":0.0702314,""percent_change_24h"":0.254302,""percent_change_7d"":-2.03455,""market_cap"":198593634180.56805,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1027,"Ethereum","ETH","ethereum",6009,"2015-08-07T00:00:00.000Z","[""mineable"",""pow"",""smart-contracts"",""binance-chain""]",,112756506.9365,112756506.9365,,2,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":352.320224904,""volume_24h"":12348509876.2718,""percent_change_1h"":-0.124723,""percent_change_24h"":1.6542,""percent_change_7d"":-7.7969,""market_cap"":39726397883.25711,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
825,"Tether","USDT","tether",7905,"2015-02-25T00:00:00.000Z","[""store-of-value"",""payments"",""stablecoin"",""stablecoin-asset-backed""]",,15272639838.5039,15876284577.9412,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xdac17f958d2ee523a2206206994597c13d831ec7""}",3,"2020-09-26T03:51:34.000Z","{""USD"":{""price"":1.00301144323,""volume_24h"":35309876558.3132,""percent_change_1h"":0.0811201,""percent_change_24h"":0.105037,""percent_change_7d"":0.104242,""market_cap"":15318632526.34979,""last_updated"":""2020-09-26T03:51:34.000Z""}}"
52,"XRP","XRP","xrp",608,"2013-08-04T00:00:00.000Z","[""medium-of-exchange"",""enterprise-solutions"",""binance-chain""]",100000000000,45097364449,99990878704,,4,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.24491844736,""volume_24h"":1470802506.64192,""percent_change_1h"":0.242499,""percent_change_24h"":5.28356,""percent_change_7d"":-1.90205,""market_cap"":11045176480.877142,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
1831,"Bitcoin Cash","BCH","bitcoin-cash",527,"2017-07-23T00:00:00.000Z","[""mineable"",""marketplace"",""enterprise-solutions"",""binance-chain""]",21000000,18527768.75,18527768.75,,5,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":217.028677045,""volume_24h"":936703194.420168,""percent_change_1h"":0.152696,""percent_change_24h"":0.938313,""percent_change_7d"":-7.25416,""market_cap"":4021057140.408193,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
1975,"Chainlink","LINK","chainlink",347,"2017-09-20T00:00:00.000Z","[""platform"",""defi"",""oracles"",""smart-contracts"",""substrate"",""polkadot""]",,350000000,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x514910771af9ca656af840dff83e8264ecf986ca""}",6,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":10.7734695253,""volume_24h"":2028169630.89844,""percent_change_1h"":-0.0846836,""percent_change_24h"":9.3929,""percent_change_7d"":6.1932,""market_cap"":3770714333.855,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
6636,"Polkadot","DOT","polkadot-new",69,"2020-08-19T00:00:00.000Z","[""substrate"",""polkadot"",""binance-chain""]",,852647705,987964778,,7,"2020-09-26T03:51:28.000Z","{""USD"":{""price"":4.4126001499,""volume_24h"":389393023.85066,""percent_change_1h"":0.0793123,""percent_change_24h"":1.51412,""percent_change_7d"":-14.9869,""market_cap"":3762393390.8948913,""last_updated"":""2020-09-26T03:51:28.000Z""}}"
1839,"Binance Coin","BNB","binance-coin",413,"2017-07-25T00:00:00.000Z","[""marketplace"",""payments""]",176406561,144406560,176406560.9,,8,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":24.7041440654,""volume_24h"":298674444.891888,""percent_change_1h"":0.112467,""percent_change_24h"":0.242444,""percent_change_7d"":-8.90021,""market_cap"":3567440462.2288294,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
3635,"Crypto.com Coin","CRO","crypto-com-coin",61,"2018-12-14T00:00:00.000Z","[""medium-of-exchange"",""mobile"",""payments""]",,20259360730.5936,100000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b""}",9,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.154675130056,""volume_24h"":61158826.2011176,""percent_change_1h"":0.0847029,""percent_change_24h"":0.26185,""percent_change_7d"":-7.01736,""market_cap"":3133619255.8559847,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
2,"Litecoin","LTC","litecoin",664,"2013-04-28T00:00:00.000Z","[""mineable"",""pow"",""scrypt"",""medium-of-exchange"",""binance-chain""]",84000000,65538644.7302968,65538644.7302968,,10,"2020-09-26T03:51:02.000Z","{""USD"":{""price"":46.087564852,""volume_24h"":1170907781.84553,""percent_change_1h"":0.129636,""percent_change_24h"":3.07483,""percent_change_7d"":-4.72854,""market_cap"":3020516539.3197417,""last_updated"":""2020-09-26T03:51:02.000Z""}}"
2010,"Cardano","ADA","cardano",175,"2017-10-01T00:00:00.000Z","[""mineable"",""platform"",""research"",""smart-contracts"",""binance-chain""]",45000000000,31112484646,45000000000,,11,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0959333647197,""volume_24h"":687597615.644186,""percent_change_1h"":-1.13152,""percent_change_24h"":11.4372,""percent_change_7d"":5.16737,""market_cap"":2984725336.8807845,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
3602,"Bitcoin SV","BSV","bitcoin-sv",206,"2018-11-09T00:00:00.000Z","[""mineable"",""medium-of-exchange""]",21000000,18526320.8319233,18526320.8319233,,12,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":156.241085251,""volume_24h"":486134932.596438,""percent_change_1h"":-0.0570643,""percent_change_24h"":0.863264,""percent_change_7d"":-3.77635,""market_cap"":2894572472.487905,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3408,"USD Coin","USDC","usd-coin",508,"2018-10-08T00:00:00.000Z","[""medium-of-exchange"",""stablecoin"",""stablecoin-asset-backed""]",,2506331262.16671,2510742823.74697,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}",13,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":1.00089678865,""volume_24h"":368290685.406784,""percent_change_1h"":-0.0126333,""percent_change_24h"":0.108975,""percent_change_7d"":0.0257463,""market_cap"":2508578911.5957613,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
1765,"EOS","EOS","eos",430,"2017-07-01T00:00:00.000Z","[""medium-of-exchange"",""enterprise-solutions"",""smart-contracts"",""binance-chain""]",,936374657.2465,1023074668.3998,,14,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":2.56743230411,""volume_24h"":1735606836.29071,""percent_change_1h"":0.00137999,""percent_change_24h"":1.57459,""percent_change_7d"":-5.18693,""market_cap"":2404078543.764593,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
1958,"TRON","TRX","tron",435,"2017-09-13T00:00:00.000Z","[""media"",""payments""]",,71659657369.49,100850743811.662,,15,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.0285490913723,""volume_24h"":1813195207.24076,""percent_change_1h"":0.179415,""percent_change_24h"":8.83697,""percent_change_7d"":-0.663462,""market_cap"":2045818105.9492812,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
328,"Monero","XMR","monero",175,"2014-05-21T00:00:00.000Z","[""mineable"",""pow"",""medium-of-exchange"",""ringct""]",,17709210.2895047,17709210.2895047,,16,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":93.84663536,""volume_24h"":525927000.473179,""percent_change_1h"":1.26823,""percent_change_24h"":2.03652,""percent_change_7d"":1.49383,""market_cap"":1661949800.5527074,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
2011,"Tezos","XTZ","tezos",141,"2017-10-06T00:00:00.000Z","[""platform"",""enterprise-solutions"",""smart-contracts"",""binance-chain""]",,744535132.343984,744535132.343984,,17,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":2.18886104085,""volume_24h"":121002431.804781,""percent_change_1h"":-0.77758,""percent_change_24h"":0.711141,""percent_change_7d"":-7.31681,""market_cap"":1629683944.7318454,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
512,"Stellar","XLM","stellar",302,"2014-08-05T00:00:00.000Z","[""medium-of-exchange"",""enterprise-solutions"",""decentralized-exchange"",""smart-contracts""]",,20734609522.4273,50001803728.8717,,18,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.0753944935752,""volume_24h"":167445310.664589,""percent_change_1h"":0.0198123,""percent_change_24h"":6.2664,""percent_change_7d"":-3.76259,""market_cap"":1563275384.422926,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
1376,"Neo","NEO","neo",246,"2016-09-08T00:00:00.000Z","[""platform"",""enterprise-solutions"",""smart-contracts""]",100000000,70538831,100000000,,19,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":21.7586230884,""volume_24h"":835075942.68135,""percent_change_1h"":0.346343,""percent_change_24h"":-3.85353,""percent_change_7d"":-11.8178,""market_cap"":1534827836.8253458,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
3957,"UNUS SED LEO","LEO","unus-sed-leo",28,"2019-05-21T00:00:00.000Z","[""marketplace"",""discount-token"",""payments""]",,999498892.9,999498892.9,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3""}",20,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":1.23956089389,""volume_24h"":16483085.408247,""percent_change_1h"":-0.0115291,""percent_change_24h"":-0.0644403,""percent_change_7d"":2.49293,""market_cap"":1238939741.1251893,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
5015,"HEX","HEX","hex",28,"2019-12-17T00:00:00.000Z","[]",,344079334828.125,346123729399.005,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x2b591e99afe9f32eaa6214f7b7629768c40eeb39""}",201,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.00356099930389,""volume_24h"":1229526.05042798,""percent_change_1h"":0.233911,""percent_change_24h"":-1.90524,""percent_change_7d"":14.7346,""market_cap"":1225266271.8058875,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
911,"Advanced Internet Blocks","AIB","advanced-internet-blocks",4,"2015-04-30T00:00:00.000Z","[""mineable"",""pow"",""scrypt""]",,24213254182.6,31413254179.6,,202,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.0489003105478,""volume_24h"":7018.41908625525,""percent_change_1h"":-0.0107116,""percent_change_24h"":-6.68286,""percent_change_7d"":-3.61697,""market_cap"":1184035648.9019573,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
873,"NEM","XEM","nem",95,"2015-04-01T00:00:00.000Z","[""poi"",""medium-of-exchange"",""payments"",""smart-contracts""]",,8999999999,8999999999,,21,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.11757655062,""volume_24h"":28491496.4864256,""percent_change_1h"":0.0812516,""percent_change_24h"":10.0155,""percent_change_7d"":2.22318,""market_cap"":1058188955.4624234,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
2502,"Huobi Token","HT","huobi-token",162,"2018-02-03T00:00:00.000Z","[""marketplace"",""discount-token"",""payments""]",,209994599.254869,500000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6f259637dcd74c767781e37bc6133cd6a68aa161""}",22,"2020-09-26T03:51:11.000Z","{""USD"":{""price"":4.65054457392,""volume_24h"":98587252.2763712,""percent_change_1h"":0.187388,""percent_change_24h"":0.647697,""percent_change_7d"":-5.05554,""market_cap"":976589244.117236,""last_updated"":""2020-09-26T03:51:11.000Z""}}"
3794,"Cosmos","ATOM","cosmos",145,"2019-03-14T00:00:00.000Z","[""platform"",""content-creation"",""interoperability"",""binance-chain""]",,203548340.847081,261332943.847081,,23,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":4.7353041906,""volume_24h"":146447931.035396,""percent_change_1h"":-0.08341,""percent_change_24h"":4.20636,""percent_change_7d"":-4.21317,""market_cap"":963863311.4028598,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3717,"Wrapped Bitcoin","WBTC","wrapped-bitcoin",68,"2019-01-30T00:00:00.000Z","[""medium-of-exchange"",""defi"",""stablecoin"",""stablecoin-asset-backed""]",21000000,85472.69550394,85472.69550394,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x2260fac5e5542a773aa44fbcfedf7c193bc2c599""}",24,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":10751.8651222,""volume_24h"":50480308.5284628,""percent_change_1h"":0.149856,""percent_change_24h"":0.693438,""percent_change_7d"":-2.26058,""market_cap"":918990893.6892334,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4943,"Dai","DAI","multi-collateral-dai",308,"2019-11-22T00:00:00.000Z","[""defi"",""binance-chain""]",,900492188.374484,900991455.826629,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6b175474e89094c44da98b954eedeac495271d0f""}",25,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":1.01359604477,""volume_24h"":59022419.2417707,""percent_change_1h"":-0.309997,""percent_change_24h"":0.225257,""percent_change_7d"":-0.804368,""market_cap"":912735320.4826587,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
3077,"VeChain","VET","vechain",112,"2017-08-22T00:00:00.000Z","[""logistics"",""data-provenance"",""smart-contracts""]",,64315576989,86712634466,,26,"2020-09-26T03:51:15.000Z","{""USD"":{""price"":0.0130145017153,""volume_24h"":144466262.228752,""percent_change_1h"":0.555437,""percent_change_24h"":4.98991,""percent_change_7d"":-8.44648,""market_cap"":837035187.0438497,""last_updated"":""2020-09-26T03:51:15.000Z""}}"
5864,"yearn.finance","YFI","yearn-finance",180,"2020-07-18T00:00:00.000Z","[""defi"",""yield-farming""]",,29967.5875949272,30000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e""}",27,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":26981.6927895,""volume_24h"":223754378.668625,""percent_change_1h"":1.69584,""percent_change_24h"":8.84929,""percent_change_7d"":-17.372,""market_cap"":808576242.1287569,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
1720,"IOTA","MIOTA","iota",55,"2017-06-13T00:00:00.000Z","[""dag"",""medium-of-exchange"",""iot"",""sharing-economy""]",2779530283,2779530283,2779530283,,28,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.25943942045,""volume_24h"":8395225.17938382,""percent_change_1h"":0.326978,""percent_change_24h"":5.83092,""percent_change_7d"":-5.01265,""market_cap"":721119725.7447445,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2239,"Aave","LEND","aave",164,"2017-11-30T00:00:00.000Z","[""platform"",""defi""]",,1299999941.70317,1299999941.70317,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x80fb784b7ed66730e8b1dbd9820afd29931aab03""}",29,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.532426957923,""volume_24h"":147961321.731183,""percent_change_1h"":-1.51852,""percent_change_24h"":5.09889,""percent_change_7d"":-9.93777,""market_cap"":692155014.2610961,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
131,"Dash","DASH","dash",314,"2014-02-14T00:00:00.000Z","[""mineable"",""hybrid-pow-pos"",""x11"",""medium-of-exchange"",""privacy"",""masternodes""]",18900000,9724671.14521275,9724671.14521275,,30,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":68.9346492851,""volume_24h"":354338852.76268,""percent_change_1h"":0.127861,""percent_change_24h"":1.87399,""percent_change_7d"":-4.41078,""market_cap"":670366794.8081727,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2416,"THETA","THETA","theta",37,"2018-01-17T00:00:00.000Z","[""media"",""content-creation"",""video""]",,870502690,1000000000,,31,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.684396249872,""volume_24h"":91327189.1141579,""percent_change_1h"":1.62533,""percent_change_24h"":6.70471,""percent_change_7d"":18.6502,""market_cap"":595768776.5394882,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
1321,"Ethereum Classic","ETC","ethereum-classic",264,"2016-07-24T00:00:00.000Z","[""mineable"",""pow"",""ethash"",""platform"",""smart-contracts""]",210700000,116313299,116313299,,32,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":5.04344651053,""volume_24h"":375417788.940233,""percent_change_1h"":0.0450131,""percent_change_24h"":0.601025,""percent_change_7d"":-3.31842,""market_cap"":586619901.9697825,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
5617,"UMA","UMA","uma",72,"2020-05-25T00:00:00.000Z","[""defi"",""oracles""]",,55114573.7720329,101009348.657999,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828""}",33,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":10.4291953101,""volume_24h"":19997600.0443546,""percent_change_1h"":0.959104,""percent_change_24h"":-0.637804,""percent_change_7d"":-11.661,""market_cap"":574800654.3014461,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
1437,"Zcash","ZEC","zcash",249,"2016-10-29T00:00:00.000Z","[""mineable"",""pow"",""equihash"",""medium-of-exchange"",""zero-knowledge-proofs"",""binance-chain""]",21000000,10117493.75,10117493.75,,34,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":54.7231571257,""volume_24h"":282776309.847818,""percent_change_1h"":-0.366047,""percent_change_24h"":0.440816,""percent_change_7d"":-5.65702,""market_cap"":553661200.1995378,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
1518,"Maker","MKR","maker",158,"2017-01-29T00:00:00.000Z","[""store-of-value"",""defi""]",,1005576.7463296,1005576.7463296,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2""}",35,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":506.602811051,""volume_24h"":28460382.6921961,""percent_change_1h"":0.470411,""percent_change_24h"":3.85683,""percent_change_7d"":1.68142,""market_cap"":509428006.4180937,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2563,"TrueUSD","TUSD","trueusd",236,"2018-03-06T00:00:00.000Z","[""store-of-value"",""stablecoin"",""stablecoin-asset-backed""]",,506691431.411122,506691431.411122,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""TUSDB-888""}",36,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":1.00480348763,""volume_24h"":58537090.7999257,""percent_change_1h"":-0.00693785,""percent_change_24h"":0.0625815,""percent_change_7d"":0.0737375,""market_cap"":509125317.43413234,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
2566,"Ontology","ONT","ontology",135,"2018-03-08T00:00:00.000Z","[""marketplace"",""enterprise-solutions"",""identity"",""binance-chain""]",,751872993,1000000000,,37,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.662901608472,""volume_24h"":140039064.372158,""percent_change_1h"":-0.280594,""percent_change_24h"":3.59429,""percent_change_7d"":-17.6388,""market_cap"":498417816.4263568,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
2586,"Synthetix Network Token","SNX","synthetix-network-token",124,"2018-03-14T00:00:00.000Z","[""services"",""defi"",""yield-farming""]",,101503995.62194,203011782.977534,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f""}",38,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":4.87905714863,""volume_24h"":65999859.9018187,""percent_change_1h"":-0.123418,""percent_change_24h"":4.1359,""percent_change_7d"":9.39549,""market_cap"":495243795.45373464,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
7083,"Uniswap","UNI","uniswap",111,"2020-09-17T00:00:00.000Z","[""defi"",""amm""]",,96866285,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x1f9840a85d5af5bf1d1762f925bdaddc4201f984""}",39,"2020-09-26T03:51:29.000Z","{""USD"":{""price"":4.98742787169,""volume_24h"":865151031.214162,""percent_change_1h"":-0.358665,""percent_change_24h"":-6.19744,""percent_change_7d"":-26.2993,""market_cap"":483113609.6360669,""last_updated"":""2020-09-26T03:51:29.000Z""}}"
4687,"Binance USD","BUSD","binance-usd",226,"2019-09-20T00:00:00.000Z","[""store-of-value"",""stablecoin"",""stablecoin-asset-backed"",""binance-chain""]",,455507037.49,455507037.49,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""BUSD-BD1""}",40,"2020-09-26T03:51:21.000Z","{""USD"":{""price"":1.00254423893,""volume_24h"":255223013.727019,""percent_change_1h"":0.0850993,""percent_change_24h"":0.0926014,""percent_change_7d"":0.0971808,""market_cap"":456665956.2276711,""last_updated"":""2020-09-26T03:51:21.000Z""}}"
3085,"INO COIN","INO","ino-coin",5,"2018-08-06T00:00:00.000Z","[""medium-of-exchange"",""crowdfunding""]",,180003180,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc9859fccc876e6b4b3c749c5d29ea04f48acb74f""}",203,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":2.45907683585,""volume_24h"":442770.107987937,""percent_change_1h"":1.3218,""percent_change_24h"":1.49213,""percent_change_7d"":0.0283385,""market_cap"":442641650.317338,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
1808,"OMG Network","OMG","omg",245,"2017-07-14T00:00:00.000Z","[""medium-of-exchange"",""payments"",""state-channels""]",,140245398.245133,140245398.245133,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xd26114cd6EE289AccF82350c8d8487fedB8A0C07""}",41,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":3.13389615474,""volume_24h"":136463356.061473,""percent_change_1h"":0.421957,""percent_change_24h"":3.51247,""percent_change_7d"":3.00691,""market_cap"":439514514.2804023,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
3662,"HedgeTrade","HEDG","hedgetrade",18,"2019-01-03T00:00:00.000Z","[""asset-management"",""marketplace"",""discount-token""]",,338000782.568598,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xF1290473E210b2108A85237fbCd7b6eb42Cc654F""}",42,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":1.15732242278,""volume_24h"":1060895.22492986,""percent_change_1h"":1.52625,""percent_change_24h"":10.1212,""percent_change_7d"":2.0213,""market_cap"":391175884.5838258,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
3897,"OKB","OKB","okb",57,"2019-04-30T00:00:00.000Z","[""marketplace"",""centralized-exchange"",""discount-token""]",,60000000,300000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x75231f58b43240c9718dd58b4967c5114342a86c""}",43,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":6.32194893204,""volume_24h"":93701955.7675049,""percent_change_1h"":0.207944,""percent_change_24h"":2.54997,""percent_change_7d"":3.28264,""market_cap"":379316935.9224,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
5614,"Zelwin","ZLW","zelwin",14,"2020-05-21T00:00:00.000Z","[]",300000000,51743176.5991,300000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5319e86F0e41a06E49eb37046b8c11D78bcAd68C""}",204,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":7.05297342867,""volume_24h"":397093.603693288,""percent_change_1h"":-0.320786,""percent_change_24h"":-2.65935,""percent_change_7d"":38.226,""market_cap"":364943249.66843164,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5482,"Counos X","CCXX","counos-x",3,"2020-04-20T00:00:00.000Z","[""mineable""]",21000000,17742559,18402729,,205,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":20.4497921585,""volume_24h"":1182065.25754434,""percent_change_1h"":0.0432659,""percent_change_24h"":0.09618,""percent_change_7d"":0.0745243,""market_cap"":362831643.9099236,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5692,"Compound","COMP","compound",145,"2020-06-16T00:00:00.000Z","[""defi"",""yield-farming""]",,2561279,10000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc00e94cb662c3520282e6f5717214004a7f26888""}",45,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":138.663691124,""volume_24h"":70586714.9392213,""percent_change_1h"":0.432025,""percent_change_24h"":0.235944,""percent_change_7d"":-9.55567,""market_cap"":355156400.13838756,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
4030,"Algorand","ALGO","algorand",104,"2019-06-20T00:00:00.000Z","[""mineable"",""pos"",""platform"",""research""]",,1058509900.46087,10000000000,,44,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.335448184194,""volume_24h"":77028361.0225494,""percent_change_1h"":0.599257,""percent_change_24h"":9.71359,""percent_change_7d"":0.632062,""market_cap"":355075224.06097054,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3116,"Insight Chain","INB","insight-chain",2,"2018-08-08T00:00:00.000Z","[""asset-management"",""distributed-computing""]",,349902689.082001,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x17aa18a4b64a55abed7fa543f2ba4e91f2dce482""}",206,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":1.0111511578,""volume_24h"":2139876.51719708,""percent_change_1h"":-0.117199,""percent_change_24h"":0.370818,""percent_change_7d"":1.21538,""market_cap"":353804509.1825987,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
1697,"Basic Attention Token","BAT","basic-attention-token",237,"2017-06-01T00:00:00.000Z","[""marketing"",""content-creation"",""payments""]",,1472262994.2363,1500000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x0d8775f648430679a709e98d2b0cb6250d2887ef""}",46,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.234537666983,""volume_24h"":204606149.135602,""percent_change_1h"":-0.0534159,""percent_change_24h"":4.00718,""percent_change_7d"":-3.61408,""market_cap"":345301127.85358775,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
